학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000002310,서울동작초등학교,초등학교,1983-04-06,공립,본교,운영,서울특별시 동작구 사당동 산9-1,서울특별시 동작구 동작대로29길 214,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.49410161,126.97684109999999,2021-03-25
B000012048,서울문영여자고등학교,고등학교,1991-11-07,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47345338,126.95106070000001,2021-03-25
B000002198,서울갈산초등학교,초등학교,1987-11-26,공립,본교,운영,서울특별시 양천구 신정동 330-10,서울특별시 양천구 목동로 31,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.51174342,126.8699978,2021-03-25
B000002049,서울태랑초등학교,초등학교,2001-06-11,공립,본교,운영,서울특별시 노원구 공릉동 116,서울특별시 노원구 화랑로51나길 31,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62637772,127.0907213,2021-03-25
B000002065,서울한천초등학교,초등학교,1984-05-07,공립,본교,운영,서울특별시 노원구 월계동 3-7,서울특별시 노원구 마들로 45,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62015506,127.06889270000002,2021-03-25
B000013479,대영고등학교,고등학교,1987-12-15,공립,본교,운영,서울특별시 영등포구 신길동 336-2,서울특별시 영등포구 도림로86길 16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.50342297,126.90597209999999,2021-03-25
B000002213,서울양동초등학교,초등학교,1972-08-11,공립,본교,운영,서울특별시 양천구 신정동 941,서울특별시 양천구 오목로23길 24,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.52600601,126.8511587,2021-03-25
B000002295,서울신구초등학교,초등학교,1981-11-03,공립,본교,운영,서울특별시 강남구 신사동 550-11,서울특별시 강남구 압구정로18길 28,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.52318884,127.0242775,2021-03-25
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,본교,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.61331383,127.0921725,2021-03-25
B000011355,단국대학교부속소프트웨어고등학교,고등학교,1941-11-03,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49562483,127.0576122,2021-03-25
B000008405,남서울중학교,중학교,1964-11-12,공립,본교,운영,서울특별시 관악구 신림동 1690-3,서울특별시 관악구 남부순환로172길 97,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.4817951,126.92145929999998,2021-03-25
B000008365,봉은중학교,중학교,1986-03-01,공립,본교,운영,서울특별시 강남구 삼성동 82-7,서울특별시 강남구 영동대로128길 59,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.51910487,127.0627595,2021-03-25
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,본교,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60300324,127.0946485,2021-03-25
B000002058,서울상월초등학교,초등학교,1990-05-29,공립,본교,운영,서울특별시 노원구 상계동 697,서울특별시 노원구 동일로221길 27,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65848709,127.0571716,2021-03-25
B000008184,선유중학교,중학교,1985-03-05,공립,본교,운영,서울특별시 영등포구 양평동3가 82,서울특별시 영등포구 선유로 213,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.53284324,126.89432930000001,2021-03-25
B000001868,서울중목초등학교,초등학교,1997-11-04,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58997982,127.0793361,2021-03-25
B000012028,독산고등학교,고등학교,2002-03-02,공립,본교,운영,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.476199,126.9109732,2021-03-25
B000008256,방산중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50907120000001,127.12175249999999,2021-03-25
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4872977,126.90253929999999,2021-03-25
B000002125,서울평화초등학교,초등학교,1992-10-21,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49162927,127.12235659999999,2021-03-25
B000012076,방산고등학교,고등학교,2003-10-01,공립,본교,운영,서울특별시 송파구 방이동 220-5,서울특별시 송파구 오금로27길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50831315,127.120799,2021-03-25
B000008269,세륜중학교,중학교,1992-03-01,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50849606,127.1314098,2021-03-25
B000008281,정신여자중학교,중학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50903739,127.07353909999998,2021-03-25
B000025289,서울송례초등학교,초등학교,2014-03-03,공립,본교,운영,서울특별시 송파구 장지동 898,서울특별시 송파구 위례순환로 439,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.47773418,127.13850390000002,2021-03-25
B000025291,송례중학교,중학교,2014-03-04,공립,본교,운영,서울특별시 송파구 장지동 393,서울특별시 송파구 위례순환로 429,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.47769454,127.1397415,2021-03-25
B000011335,서울영상고등학교,고등학교,1952-03-01,사립,본교,운영,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.52325879,126.86003329999998,2021-03-25
B000011923,상명대학교사범대학부속여자고등학교,고등학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.60334127,126.9536925,2021-03-25
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53865393,126.8234816,2021-03-25
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59809416,127.0836798,2021-03-25
B000002069,서울원광초등학교,초등학교,1992-04-30,공립,본교,운영,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.654018900000004,127.0748416,2021-03-25
B000002068,서울월계초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62762424,127.05084209999998,2021-03-25
B000013477,우신고등학교,고등학교,1974-03-05,사립,본교,운영,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49535636,126.82667409999999,2021-03-25
B000008385,남성중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47868496,126.972489,2021-03-25
B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50875542,127.07179620000001,2021-03-25
B000008343,원촌중학교,중학교,1983-03-01,공립,본교,운영,서울특별시 서초구 반포동 22,서울특별시 서초구 사평대로45길 10,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50588887,127.01404450000001,2021-03-25
B000002306,서울강남초등학교,초등학교,1945-11-02,공립,본교,운영,서울특별시 동작구 상도1동 501-1,서울특별시 동작구 강남초등길 15,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50619275,126.9532007,2021-03-25
B000008258,오륜중학교,중학교,1989-04-18,공립,본교,운영,서울특별시 송파구 방이동 89-7,서울특별시 송파구 양재대로 1242,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51606548,127.1387635,2021-03-25
B000002261,서울반포초등학교,초등학교,1974-03-20,공립,본교,운영,서울특별시 서초구 반포동 937,서울특별시 서초구 신반포로 55-4,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50315802,126.9910009,2021-03-25
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,본교,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.58526987,127.0866805,2021-03-25
B000022777,가재울고등학교,고등학교,2013-03-01,공립,본교,운영,서울특별시 서대문구 북가좌동 476,서울특별시 서대문구 수색로 100-35,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.57416416,126.90953020000002,2021-03-25
B000011312,고명외식고등학교,고등학교,1956-02-21,사립,본교,운영,서울특별시 성북구 동선동4가 325-1,서울특별시 성북구 북악산로 870,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.59746161,127.0199462,2021-03-25
B000002256,서울원촌초등학교,초등학교,1979-09-18,공립,본교,운영,서울특별시 서초구 반포동 21,서울특별시 서초구 사평대로45길 26,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50603606,127.01277209999999,2021-03-25
B000008238,중앙중학교,중학교,1908-06-20,사립,본교,운영,서울특별시 종로구 계동 1-23,서울특별시 종로구 창덕궁길 164,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.58617083,126.98685790000002,2021-03-25
B000008237,상명대학교사범대학부속여자중학교,중학교,1966-11-01,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.60276829,126.9541291,2021-03-25
B000002095,상명대학교사범대학부속초등학교,초등학교,1966-05-17,사립,본교,운영,서울특별시 종로구 홍지동 56,서울특별시 종로구 홍지문2길 1,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.60075792,126.9563523,2021-03-25
B000011942,동국대학교사범대학부속고등학교,고등학교,1947-06-24,사립,본교,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 201,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.57749539,127.0744645,2021-03-25
B000002129,서울가원초등학교,초등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 문정동 150-10,서울특별시 송파구 중대로4길 8,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.4891201,127.11140549999999,2021-03-25
B000008313,목동중학교,중학교,1981-05-20,공립,본교,운영,서울특별시 양천구 신정동 88-1,서울특별시 양천구 목동동로 172,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.52051562,126.8714631,2021-03-25
B000002289,서울논현초등학교,초등학교,1972-11-23,공립,본교,운영,서울특별시 강남구 논현동 168,서울특별시 강남구 강남대로120길 33,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5084232,127.02618670000001,2021-03-25
B000002281,서울구룡초등학교,초등학교,1985-05-06,공립,본교,운영,서울특별시 강남구 개포동 655,서울특별시 강남구 개포로 263,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48080548,127.051891,2021-03-25
B000002089,서울독립문초등학교,초등학교,1957-09-28,공립,본교,운영,서울특별시 종로구 무악동 46-82,서울특별시 종로구 통일로12길 23,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.57413657,126.9602466,2021-03-25
B000022762,서울공진초등학교,초등학교,1992-11-05,공립,본교,운영,서울특별시 강서구 마곡동 730-676,서울특별시 강서구 마곡서로 33,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55780477,126.82273,2021-03-25
B000002314,서울영화초등학교,초등학교,1962-09-03,공립,본교,운영,서울특별시 동작구 대방동 13-2,서울특별시 동작구 등용로8길 3,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50914588,126.9331672,2021-03-25
B000002219,서울신곡초등학교,초등학교,1984-10-22,공립,본교,운영,서울특별시 강서구 화곡동 476-42,서울특별시 강서구 등촌로13자길 42-14,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53877767,126.8558353,2021-03-25
B000012067,단국대학교사범대학부속고등학교,고등학교,1983-12-26,사립,본교,운영,서울특별시 강남구 대치동 1013-3,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49549061,127.0562354,2021-03-25
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,본교,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.61280178,126.930945,2021-03-25
B000008318,봉영여자중학교,중학교,1951-10-08,사립,본교,운영,서울특별시 양천구 신정동 325-8,서울특별시 양천구 목동동로2길 68,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.50896384,126.86137020000001,2021-03-25
B000002135,서울잠실초등학교,초등학교,1975-11-01,공립,본교,운영,서울특별시 송파구 신천동 20-2,서울특별시 송파구 올림픽로35길 20,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.52010753,127.11126999999999,2021-03-25
B000025000,서울자곡초등학교,초등학교,2014-10-24,공립,본교,운영,서울특별시 강남구 자곡동 642,서울특별시 강남구 자곡로 150,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-12-02,2020-09-22,37.47206129,127.0996665,2021-03-25
B000002088,서울명신초등학교,초등학교,1971-10-06,공립,본교,운영,서울특별시 종로구 창신동 7-40,서울특별시 종로구 낙산길 250,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.58146865,127.0139642,2021-03-25
B000008319,등명중학교,중학교,1995-05-06,공립,본교,운영,서울특별시 강서구 등촌동 690-4,서울특별시 강서구 공항대로39길 39,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.55987289,126.8432423,2021-03-25
B000002255,서울서원초등학교,초등학교,1985-04-22,공립,본교,운영,서울특별시 서초구 반포동 30-8,서울특별시 서초구 고무래로 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50261842,127.01521909999998,2021-03-25
B000002346,서울신성초등학교,초등학교,1982-10-11,공립,본교,운영,서울특별시 관악구 신림동 118-1,서울특별시 관악구 신림로 114,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47179668,126.9372757,2021-03-25
B000001875,서울신내초등학교,초등학교,1994-03-01,공립,본교,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60437742,127.09998119999999,2021-03-25
B000001866,서울중곡초등학교,초등학교,1967-09-05,공립,본교,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.57436078,127.0835305,2021-03-25
B000013458,원묵고등학교,고등학교,2007-05-31,공립,본교,운영,서울특별시 중랑구 묵동 23,서울특별시 중랑구 숙선옹주로 82,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.61543287,127.0860371,2021-03-25
B000001850,서울전농초등학교,초등학교,1942-04-08,공립,본교,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.574417600000004,127.05440890000001,2021-03-25
B000002117,서울한남초등학교,초등학교,1906-09-23,공립,본교,운영,서울특별시 용산구 한남동 726-1,서울특별시 용산구 한남대로 112,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.5393989,127.00490959999999,2021-03-25
B000002143,서울마천초등학교,초등학교,1978-05-04,공립,본교,운영,서울특별시 송파구 마천동 183-4,서울특별시 송파구 마천로61다길 24,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49535028,127.1522973,2021-03-25
B000013456,대광고등학교,고등학교,1949-10-25,사립,본교,운영,서울특별시 동대문구 신설동 53-3,서울특별시 동대문구 안암로 6,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.57764292,127.0244386,2021-03-25
B000008352,세화여자중학교,중학교,1978-03-01,사립,본교,운영,서울특별시 서초구 반포동 13,서울특별시 서초구 신반포로 56-7,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.5019828,126.9940399,2021-03-25
B000008399,인헌중학교,중학교,1971-01-16,공립,본교,운영,서울특별시 관악구 봉천동 1647,서울특별시 관악구 인헌9길 35,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47272193,126.96939679999998,2021-03-25
B000008255,성심여자중학교,중학교,1957-05-25,사립,본교,운영,서울특별시 용산구 원효로4가 1-1,서울특별시 용산구 원효로19길 49,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.53462316,126.9544511,2021-03-25
B000011354,서울로봇고등학교,고등학교,1994-01-04,공립,본교,운영,서울특별시 강남구 일원동 738,서울특별시 강남구 광평로20길 63,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48069615,127.08433149999999,2021-03-25
B000012069,은광여자고등학교,고등학교,1946-10-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48856855,127.03537639999999,2021-03-25
B000002138,서울가주초등학교,초등학교,1996-11-08,공립,본교,운영,서울특별시 송파구 가락동 140-6,서울특별시 송파구 오금로40길 37,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49662263,127.12926170000001,2021-03-25
B000013464,선덕고등학교,고등학교,1983-03-05,사립,본교,운영,서울특별시 도봉구 쌍문동 263,서울특별시 도봉구 시루봉로 53,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65452068,127.0266221,2021-03-25
B000008177,안천중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 금천구 독산동 1089,서울특별시 금천구 한내로 69-44,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.4592075,126.887722,2021-03-25
B000002131,서울잠일초등학교,초등학교,1976-03-12,공립,본교,운영,서울특별시 송파구 잠실동 19-1,서울특별시 송파구 올림픽로 95,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51505804,127.08141770000002,2021-03-25
B000011331,홍익디자인고등학교,고등학교,1968-03-01,사립,본교,운영,서울특별시 마포구 연남동 369-1,서울특별시 마포구 성미산로 111,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.56273392,126.91967949999999,2021-03-25
B000012051,영락고등학교,고등학교,1959-04-09,사립,본교,운영,서울특별시 관악구 봉천동 1558-1,서울특별시 관악구 청룡16길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47630917,126.9441949,2021-03-25
B000008271,오주중학교,중학교,1984-09-01,공립,본교,운영,서울특별시 송파구 오금동 59,서울특별시 송파구 동남로 281,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50118155,127.1361844,2021-03-25
B000002227,서울정곡초등학교,초등학교,1993-09-23,공립,본교,운영,서울특별시 강서구 방화동 836,서울특별시 강서구 방화대로50길 22,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.57695491,126.8188827,2021-03-25
B000008302,신목중학교,중학교,1986-05-12,공립,본교,운영,서울특별시 양천구 목동 902-1,서울특별시 양천구 목동중앙로 88,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53665397,126.872578,2021-03-25
B000008373,단국대학교사범대학부속중학교,중학교,1941-05-25,사립,본교,운영,서울특별시 강남구 대치동 1013-2,서울특별시 강남구 도곡로64길 21,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49620973,127.0559993,2021-03-25
B000002291,서울대곡초등학교,초등학교,1982-04-02,공립,본교,운영,서울특별시 강남구 대치동 510,서울특별시 강남구 남부순환로 3022,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.49439753,127.06516450000001,2021-03-25
B000001870,서울원묵초등학교,초등학교,1995-11-10,공립,본교,운영,서울특별시 중랑구 묵동 11,서울특별시 중랑구 숙선옹주로 109,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.61768065,127.0861068,2021-03-25
B000012014,화곡고등학교,고등학교,1978-01-30,사립,본교,운영,서울특별시 강서구 내발산동 산48-3,서울특별시 강서구 강서로45길 69,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.54803554,126.832026,2021-03-25
B000002144,서울오륜초등학교,초등학교,1989-04-19,공립,본교,운영,서울특별시 송파구 방이동 89-16,서울특별시 송파구 양재대로 1196,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.51208485,127.1345763,2021-03-25
B000001958,서울개명초등학교,초등학교,1984-05-04,공립,본교,운영,서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉로1다길 16-9,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.48312265,126.8507003,2021-03-25
B000002205,서울신강초등학교,초등학교,1984-06-01,공립,본교,운영,서울특별시 양천구 신월동 864,서울특별시 양천구 중앙로55길 72,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.5259562,126.84165359999999,2021-03-25
B000001982,서울가산초등학교,초등학교,1984-06-14,공립,본교,운영,서울특별시 금천구 독산동 143-23,서울특별시 금천구 남부순환로 1304-11,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.47794535,126.896405,2021-03-25
B000008209,태랑중학교,중학교,2002-03-01,공립,본교,운영,서울특별시 노원구 공릉동 117,서울특별시 노원구 화랑로51나길 51,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62663781,127.09153880000001,2021-03-25
B000008377,은성중학교,중학교,1955-02-15,사립,본교,운영,서울특별시 강남구 도곡동 938-10,서울특별시 강남구 남부순환로359길 36,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48768658,127.03601929999999,2021-03-25
B000002150,서울오금초등학교,초등학교,1993-10-28,공립,본교,운영,서울특별시 송파구 오금동 7,서울특별시 송파구 위례성대로22길 11,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50915569,127.13179709999999,2021-03-25
B000001986,서울안천초등학교,초등학교,1991-10-04,공립,본교,운영,서울특별시 금천구 독산동 1090,서울특별시 금천구 한내로 69-16,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.45817893,126.8885094,2021-03-25
B000001845,서울장평초등학교,초등학교,1980-04-04,공립,본교,운영,서울특별시 동대문구 장안동 323,서울특별시 동대문구 답십리로69길 27,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.57380744,127.0733241,2021-03-25
B000012003,광영고등학교,고등학교,1985-02-01,사립,본교,운영,서울특별시 양천구 신월동 43-3,서울특별시 양천구 남부순환로30길 17,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53760656,126.8241065,2021-03-25
B000012007,광영여자고등학교,고등학교,1985-03-06,사립,본교,운영,서울특별시 양천구 신월동 43-3,서울특별시 양천구 남부순환로30길 17,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53757548,126.82324640000002,2021-03-25
B000008386,장승중학교,중학교,1985-04-24,공립,본교,운영,서울특별시 동작구 상도동 175-1,서울특별시 동작구 장승배기로10가길 25,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50352564,126.94065719999999,2021-03-25
B000012041,숭의여자고등학교,고등학교,1903-10-31,사립,본교,운영,서울특별시 동작구 대방동 20-114,서울특별시 동작구 여의대방로36길 79,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.50783886,126.9288331,2021-03-25
B000001954,서울미래초등학교,초등학교,2002-03-01,공립,본교,운영,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.50520381,126.88801370000002,2021-03-25
